container	id	weight	maxWeight	totalWeight	length	width	height	itemTransported
Tank20Container	13669	3385	32580	27565.712	6.058	2.438	2.591	Oil
Reefer20Container	13670	2905	27420	3445.987	5.535	2.284	2.224	Ice Cream
HC40Container	13671	4010	28490	12889.712	12.032	2.35	2.7	Lamp
HC40Container	13672	4010	28490	14542.916	12.032	2.35	2.7	Bed
DV20Container	13673	2370	28230	20272.741	5.9	2.35	2.395	Headphones
HardTop20Container	13674	2590	27780	14021.619	5.886	2.342	2.375	Painting
DV20Container	13675	2370	28230	13224.473	5.9	2.35	2.395	TV
Reefer20Container	13676	2905	27420	19856.738	5.535	2.284	2.224	Pizza
HardTop20Container	13677	2590	27780	6096.732	5.886	2.342	2.375	Bicycle
Reefer20Container	13678	2905	27420	18249.413	5.535	2.284	2.224	Fries
DV20Container	13679	2370	28230	25560.001	5.9	2.35	2.395	TV
Tank20Container	13680	3385	32580	26791.099	6.058	2.438	2.591	Milk
DV20Container	13681	2370	28230	21677.702	5.9	2.35	2.395	TV
HC40Container	13682	4010	28490	4802.965	12.032	2.35	2.7	Bed
Tank20Container	13683	3385	32580	30865.636	6.058	2.438	2.591	Milk
HardTop20Container	13684	2590	27780	18271.806	5.886	2.342	2.375	Laptop
HC40Container	13685	4010	28490	20103.11	12.032	2.35	2.7	Lamp
HardTop20Container	13686	2590	27780	4620.889	5.886	2.342	2.375	Bicycle
Tank20Container	13687	3385	32580	29077.417	6.058	2.438	2.591	Oil
Tank20Container	13688	3385	32580	17184.949	6.058	2.438	2.591	Apple juice
DV20Container	13689	2370	28230	13527.493	5.9	2.35	2.395	Headphones
Tank20Container	13690	3385	32580	14530.86	6.058	2.438	2.591	Oil
HardTop20Container	13691	2590	27780	23294.232	5.886	2.342	2.375	Laptop
HC40Container	13692	4010	28490	12868.141	12.032	2.35	2.7	Bed
DV20Container	13693	2370	28230	26591.305	5.9	2.35	2.395	Shampoo
HardTop20Container	13694	2590	27780	3688.807	5.886	2.342	2.375	Bicycle
Reefer20Container	13695	2905	27420	21781.827	5.535	2.284	2.224	Ice Cream
Reefer20Container	13696	2905	27420	13061.961	5.535	2.284	2.224	Fries
DV20Container	13697	2370	28230	23728.364	5.9	2.35	2.395	Shampoo
Reefer20Container	13698	2905	27420	21789.375	5.535	2.284	2.224	Fries
Reefer20Container	13699	2905	27420	6953.58	5.535	2.284	2.224	Pizza
HardTop20Container	13700	2590	27780	26845.644	5.886	2.342	2.375	Painting
Reefer20Container	13701	2905	27420	22084.787	5.535	2.284	2.224	Steak
Reefer20Container	13702	2905	27420	18138.513	5.535	2.284	2.224	Fries
Reefer20Container	13703	2905	27420	10473.639	5.535	2.284	2.224	Fries
Reefer20Container	13704	2905	27420	11674.604	5.535	2.284	2.224	Pizza
Tank20Container	13705	3385	32580	14413.159	6.058	2.438	2.591	Apple juice
Tank20Container	13706	3385	32580	21235.43	6.058	2.438	2.591	Milk
HC40Container	13707	4010	28490	8110.568	12.032	2.35	2.7	Jeans
HC40Container	13708	4010	28490	25514.318	12.032	2.35	2.7	Flower pot
Tank20Container	13709	3385	32580	5941.423	6.058	2.438	2.591	Apple juice
HC40Container	13710	4010	28490	27073.223	12.032	2.35	2.7	Bed
DV20Container	13711	2370	28230	19184.112	5.9	2.35	2.395	TV
HC40Container	13712	4010	28490	10501.953	12.032	2.35	2.7	Bed
HC40Container	13713	4010	28490	21942.305	12.032	2.35	2.7	Flower pot
HC40Container	13714	4010	28490	17482.363	12.032	2.35	2.7	Flower pot
HC40Container	13715	4010	28490	17820.706	12.032	2.35	2.7	Jeans
Reefer20Container	13716	2905	27420	10016.944	5.535	2.284	2.224	Steak
DV20Container	13717	2370	28230	12070.88	5.9	2.35	2.395	Shampoo
DV20Container	13718	2370	28230	23782.305	5.9	2.35	2.395	Shampoo
Reefer20Container	13719	2905	27420	5586.635	5.535	2.284	2.224	Steak
HC40Container	13720	4010	28490	15765.333	12.032	2.35	2.7	Jeans
Tank20Container	13721	3385	32580	17702.317	6.058	2.438	2.591	Milk
DV20Container	13722	2370	28230	23693.243	5.9	2.35	2.395	Headphones
HC40Container	13723	4010	28490	27217.167	12.032	2.35	2.7	Lamp
HardTop20Container	13724	2590	27780	16997.463	5.886	2.342	2.375	Painting
HC40Container	13725	4010	28490	5256.651	12.032	2.35	2.7	Bed
HardTop20Container	13726	2590	27780	27211.207	5.886	2.342	2.375	Laptop
DV20Container	13727	2370	28230	17869.348	5.9	2.35	2.395	TV
HC40Container	13728	4010	28490	16955.943	12.032	2.35	2.7	Jeans
HardTop20Container	13729	2590	27780	3063.713	5.886	2.342	2.375	Desk
HC40Container	13730	4010	28490	14604.743	12.032	2.35	2.7	Lamp
DV20Container	13731	2370	28230	6346.728	5.9	2.35	2.395	Cleaning agent
Reefer20Container	13732	2905	27420	27063.894	5.535	2.284	2.224	Pizza
HC40Container	13733	4010	28490	19215.365	12.032	2.35	2.7	Flower pot
Reefer20Container	13734	2905	27420	10677.286	5.535	2.284	2.224	Ice Cream
HC40Container	13735	4010	28490	5790.86	12.032	2.35	2.7	Flower pot
Reefer20Container	13736	2905	27420	22402.41	5.535	2.284	2.224	Steak
Reefer20Container	13737	2905	27420	20076.351	5.535	2.284	2.224	Ice Cream
HardTop20Container	13738	2590	27780	25204.428	5.886	2.342	2.375	Painting
HardTop20Container	13739	2590	27780	6333.72	5.886	2.342	2.375	Bicycle
Tank20Container	13740	3385	32580	31230.463	6.058	2.438	2.591	Apple juice
Tank20Container	13741	3385	32580	14420.471	6.058	2.438	2.591	Water
DV20Container	13742	2370	28230	13596.948	5.9	2.35	2.395	Headphones
Reefer20Container	13743	2905	27420	16000.666	5.535	2.284	2.224	Fries
Tank20Container	13744	3385	32580	19275.174	6.058	2.438	2.591	Water
DV20Container	13745	2370	28230	8712.212	5.9	2.35	2.395	TV
DV20Container	13746	2370	28230	19385.642	5.9	2.35	2.395	TV
Tank20Container	13747	3385	32580	6900.051	6.058	2.438	2.591	Water
HC40Container	13748	4010	28490	16557.601	12.032	2.35	2.7	Jeans
Reefer20Container	13749	2905	27420	10448.871	5.535	2.284	2.224	Ice Cream
Tank20Container	13750	3385	32580	10658.844	6.058	2.438	2.591	Oil
HardTop20Container	13751	2590	27780	13672.442	5.886	2.342	2.375	Bicycle
Reefer20Container	13752	2905	27420	3207.614	5.535	2.284	2.224	Pizza
HC40Container	13753	4010	28490	27150.978	12.032	2.35	2.7	Lamp
DV20Container	13754	2370	28230	12035.159	5.9	2.35	2.395	TV
Reefer20Container	13755	2905	27420	20195.46	5.535	2.284	2.224	Steak
Reefer20Container	13756	2905	27420	22164.865	5.535	2.284	2.224	Ice Cream
DV20Container	13757	2370	28230	8178.977	5.9	2.35	2.395	Cleaning agent
DV20Container	13758	2370	28230	11127.555	5.9	2.35	2.395	Cleaning agent
Tank20Container	13759	3385	32580	19479.825	6.058	2.438	2.591	Milk
Tank20Container	13760	3385	32580	19206.495	6.058	2.438	2.591	Oil
DV20Container	13761	2370	28230	2409.504	5.9	2.35	2.395	TV
HC40Container	13762	4010	28490	20709.476	12.032	2.35	2.7	Flower pot
Tank20Container	13763	3385	32580	19325.932	6.058	2.438	2.591	Oil
Reefer20Container	13764	2905	27420	17184.049	5.535	2.284	2.224	Ice Cream
Tank20Container	13765	3385	32580	14631.073	6.058	2.438	2.591	Oil
DV20Container	13766	2370	28230	17086.067	5.9	2.35	2.395	Headphones
DV20Container	13767	2370	28230	16795.392	5.9	2.35	2.395	Cleaning agent
Tank20Container	13768	3385	32580	31983.852	6.058	2.438	2.591	Water
HardTop20Container	13769	2590	27780	10177.648	5.886	2.342	2.375	Painting
HardTop20Container	13770	2590	27780	7297.833	5.886	2.342	2.375	Bicycle
Tank20Container	13771	3385	32580	21543.467	6.058	2.438	2.591	Water
HardTop20Container	13772	2590	27780	14318.298	5.886	2.342	2.375	Bicycle
Reefer20Container	13773	2905	27420	5018.219	5.535	2.284	2.224	Ice Cream
Reefer20Container	13774	2905	27420	26218.684	5.535	2.284	2.224	Ice Cream
Reefer20Container	13775	2905	27420	3824.343	5.535	2.284	2.224	Ice Cream
DV20Container	13776	2370	28230	23363.554	5.9	2.35	2.395	Cleaning agent
HardTop20Container	13777	2590	27780	9520.721	5.886	2.342	2.375	Bicycle
HardTop20Container	13778	2590	27780	20658.46	5.886	2.342	2.375	Bicycle
HC40Container	13779	4010	28490	5062.856	12.032	2.35	2.7	Jeans
Tank20Container	13780	3385	32580	29236.958	6.058	2.438	2.591	Water
HardTop20Container	13781	2590	27780	2604.103	5.886	2.342	2.375	Bicycle
Tank20Container	13782	3385	32580	28917.904	6.058	2.438	2.591	Water
HC40Container	13783	4010	28490	17947.084	12.032	2.35	2.7	Jeans
HC40Container	13784	4010	28490	22636.389	12.032	2.35	2.7	Flower pot
DV20Container	13785	2370	28230	20814.206	5.9	2.35	2.395	Cleaning agent
HardTop20Container	13786	2590	27780	6176.779	5.886	2.342	2.375	Painting
DV20Container	13787	2370	28230	8780.557	5.9	2.35	2.395	Cleaning agent
HardTop20Container	13788	2590	27780	8395.468	5.886	2.342	2.375	Desk
HardTop20Container	13789	2590	27780	9015.788	5.886	2.342	2.375	Painting
DV20Container	13790	2370	28230	5881.726	5.9	2.35	2.395	Shampoo
DV20Container	13791	2370	28230	4063.602	5.9	2.35	2.395	Shampoo
Reefer20Container	13792	2905	27420	22842.044	5.535	2.284	2.224	Fries
Tank20Container	13793	3385	32580	22880.57	6.058	2.438	2.591	Oil
HardTop20Container	13794	2590	27780	9511.608	5.886	2.342	2.375	Bicycle
Reefer20Container	13795	2905	27420	22494.84	5.535	2.284	2.224	Pizza
DV20Container	13796	2370	28230	25368.917	5.9	2.35	2.395	TV
HC40Container	13797	4010	28490	16343.76	12.032	2.35	2.7	Lamp
HardTop20Container	13798	2590	27780	13025.072	5.886	2.342	2.375	Laptop
HC40Container	13799	4010	28490	19656.843	12.032	2.35	2.7	Bed
HardTop20Container	13800	2590	27780	25348.436	5.886	2.342	2.375	Painting
HardTop20Container	13801	2590	27780	23318.074	5.886	2.342	2.375	Desk
HC40Container	13802	4010	28490	19909.458	12.032	2.35	2.7	Lamp
DV20Container	13803	2370	28230	7935.25	5.9	2.35	2.395	Cleaning agent
Tank20Container	13804	3385	32580	23081.898	6.058	2.438	2.591	Oil
HardTop20Container	13805	2590	27780	15208.779	5.886	2.342	2.375	Laptop
HC40Container	13806	4010	28490	6752.642	12.032	2.35	2.7	Lamp
Tank20Container	13807	3385	32580	20155.034	6.058	2.438	2.591	Water
Reefer20Container	13808	2905	27420	20700.275	5.535	2.284	2.224	Steak
Reefer20Container	13809	2905	27420	26422.097	5.535	2.284	2.224	Steak
DV20Container	13810	2370	28230	7882.503	5.9	2.35	2.395	Cleaning agent
Reefer20Container	13811	2905	27420	15957.834	5.535	2.284	2.224	Ice Cream
Reefer20Container	13812	2905	27420	7898.287	5.535	2.284	2.224	Ice Cream
Reefer20Container	13813	2905	27420	25634.103	5.535	2.284	2.224	Ice Cream
DV20Container	13814	2370	28230	20842.951	5.9	2.35	2.395	Headphones
Reefer20Container	13815	2905	27420	8166.009	5.535	2.284	2.224	Ice Cream
Tank20Container	13816	3385	32580	14981.415	6.058	2.438	2.591	Apple juice
Tank20Container	13817	3385	32580	14871.528	6.058	2.438	2.591	Apple juice
Reefer20Container	13818	2905	27420	8018.248	5.535	2.284	2.224	Fries
HC40Container	13819	4010	28490	17146.105	12.032	2.35	2.7	Jeans
Tank20Container	13820	3385	32580	5879.058	6.058	2.438	2.591	Milk
Tank20Container	13821	3385	32580	17208.764	6.058	2.438	2.591	Water
HC40Container	13822	4010	28490	6011.101	12.032	2.35	2.7	Lamp
Reefer20Container	13823	2905	27420	23394.128	5.535	2.284	2.224	Pizza
DV20Container	13824	2370	28230	26733.973	5.9	2.35	2.395	Headphones
Tank20Container	13825	3385	32580	18549.057	6.058	2.438	2.591	Oil
HardTop20Container	13826	2590	27780	22481.029	5.886	2.342	2.375	Desk
DV20Container	13827	2370	28230	24530.116	5.9	2.35	2.395	TV
HC40Container	13828	4010	28490	4277.091	12.032	2.35	2.7	Lamp
Reefer20Container	13829	2905	27420	13604.344	5.535	2.284	2.224	Fries
HC40Container	13830	4010	28490	12193.155	12.032	2.35	2.7	Lamp
Tank20Container	13831	3385	32580	27363.962	6.058	2.438	2.591	Milk
Reefer20Container	13832	2905	27420	23135.829	5.535	2.284	2.224	Fries
HardTop20Container	13833	2590	27780	23574.393	5.886	2.342	2.375	Laptop
HardTop20Container	13834	2590	27780	6423.33	5.886	2.342	2.375	Laptop
DV20Container	13835	2370	28230	11762.124	5.9	2.35	2.395	Cleaning agent
Reefer20Container	13836	2905	27420	5220.491	5.535	2.284	2.224	Steak
HC40Container	13837	4010	28490	12042.423	12.032	2.35	2.7	Jeans
HardTop20Container	13838	2590	27780	8575.273	5.886	2.342	2.375	Painting
HC40Container	13839	4010	28490	21254.936	12.032	2.35	2.7	Bed
HC40Container	13840	4010	28490	4037.328	12.032	2.35	2.7	Flower pot
Reefer20Container	13841	2905	27420	4546.101	5.535	2.284	2.224	Fries
Reefer20Container	13842	2905	27420	8187.291	5.535	2.284	2.224	Pizza
Reefer20Container	13843	2905	27420	16573.522	5.535	2.284	2.224	Pizza
HC40Container	13844	4010	28490	5569.211	12.032	2.35	2.7	Bed
DV20Container	13845	2370	28230	8983.659	5.9	2.35	2.395	Cleaning agent
HardTop20Container	13846	2590	27780	8920.065	5.886	2.342	2.375	Laptop
Reefer20Container	13847	2905	27420	24836.669	5.535	2.284	2.224	Pizza
DV20Container	13848	2370	28230	7700.068	5.9	2.35	2.395	Cleaning agent
Reefer20Container	13849	2905	27420	10631.776	5.535	2.284	2.224	Ice Cream
DV20Container	13850	2370	28230	5986.486	5.9	2.35	2.395	Cleaning agent
DV20Container	13851	2370	28230	25707.782	5.9	2.35	2.395	Shampoo
HardTop20Container	13852	2590	27780	6266.687	5.886	2.342	2.375	Painting
HC40Container	13853	4010	28490	5821.147	12.032	2.35	2.7	Flower pot
HC40Container	13854	4010	28490	19908.7	12.032	2.35	2.7	Bed
DV20Container	13855	2370	28230	6373.443	5.9	2.35	2.395	Shampoo
HardTop20Container	13856	2590	27780	14273.639	5.886	2.342	2.375	Laptop
Tank20Container	13857	3385	32580	11467.454	6.058	2.438	2.591	Water
HardTop20Container	13858	2590	27780	8015.799	5.886	2.342	2.375	Painting
DV20Container	13859	2370	28230	9508.848	5.9	2.35	2.395	Headphones
HardTop20Container	13860	2590	27780	21447.752	5.886	2.342	2.375	Desk
HardTop20Container	13861	2590	27780	16803.639	5.886	2.342	2.375	Desk
HC40Container	13862	4010	28490	13162.281	12.032	2.35	2.7	Bed
Reefer20Container	13863	2905	27420	6471.785	5.535	2.284	2.224	Steak
HC40Container	13864	4010	28490	4675.682	12.032	2.35	2.7	Bed
Reefer20Container	13865	2905	27420	27348.372	5.535	2.284	2.224	Pizza
HardTop20Container	13866	2590	27780	25437.33	5.886	2.342	2.375	Laptop
DV20Container	13867	2370	28230	28139.287	5.9	2.35	2.395	Headphones
Reefer20Container	13868	2905	27420	9797.002	5.535	2.284	2.224	Pizza
Tank20Container	13869	3385	32580	7614.943	6.058	2.438	2.591	Milk
DV20Container	13870	2370	28230	16068.15	5.9	2.35	2.395	Cleaning agent
HardTop20Container	13871	2590	27780	17756.674	5.886	2.342	2.375	Bicycle
Tank20Container	13872	3385	32580	10096.999	6.058	2.438	2.591	Milk
Reefer20Container	13873	2905	27420	20917.917	5.535	2.284	2.224	Pizza
Tank20Container	13874	3385	32580	6037.636	6.058	2.438	2.591	Milk
Tank20Container	13875	3385	32580	6496.956	6.058	2.438	2.591	Oil
HC40Container	13876	4010	28490	21547.016	12.032	2.35	2.7	Flower pot
Tank20Container	13877	3385	32580	28666.185	6.058	2.438	2.591	Water
Reefer20Container	13878	2905	27420	19675.683	5.535	2.284	2.224	Steak
Reefer20Container	13879	2905	27420	26492.666	5.535	2.284	2.224	Ice Cream
HardTop20Container	13880	2590	27780	27014.134	5.886	2.342	2.375	Laptop
DV20Container	13881	2370	28230	23978.354	5.9	2.35	2.395	TV
Tank20Container	13882	3385	32580	25795.151	6.058	2.438	2.591	Oil
DV20Container	13883	2370	28230	24614.743	5.9	2.35	2.395	Headphones
DV20Container	13884	2370	28230	21480.489	5.9	2.35	2.395	Shampoo
Reefer20Container	13885	2905	27420	19887.61	5.535	2.284	2.224	Pizza
HC40Container	13886	4010	28490	13254.561	12.032	2.35	2.7	Lamp
Reefer20Container	13887	2905	27420	15378.913	5.535	2.284	2.224	Ice Cream
HardTop20Container	13888	2590	27780	22633.818	5.886	2.342	2.375	Laptop
DV20Container	13889	2370	28230	21490.545	5.9	2.35	2.395	Headphones
Tank20Container	13890	3385	32580	26367.34	6.058	2.438	2.591	Milk
HC40Container	13891	4010	28490	18738.663	12.032	2.35	2.7	Lamp
HardTop20Container	13892	2590	27780	17158.077	5.886	2.342	2.375	Bicycle
Tank20Container	13893	3385	32580	13074.48	6.058	2.438	2.591	Water
Reefer20Container	13894	2905	27420	15382.259	5.535	2.284	2.224	Pizza
DV20Container	13895	2370	28230	11333.502	5.9	2.35	2.395	TV
Reefer20Container	13896	2905	27420	23116.61	5.535	2.284	2.224	Pizza
HC40Container	13897	4010	28490	16270.742	12.032	2.35	2.7	Bed
Reefer20Container	13898	2905	27420	11995.496	5.535	2.284	2.224	Fries
Reefer20Container	13899	2905	27420	14668.641	5.535	2.284	2.224	Fries
HardTop20Container	13900	2590	27780	24597.638	5.886	2.342	2.375	Laptop
HardTop20Container	13901	2590	27780	5203.189	5.886	2.342	2.375	Bicycle
HC40Container	13902	4010	28490	16314.974	12.032	2.35	2.7	Bed
HC40Container	13903	4010	28490	23018.999	12.032	2.35	2.7	Jeans
HC40Container	13904	4010	28490	27358.276	12.032	2.35	2.7	Jeans
HC40Container	13905	4010	28490	15081.937	12.032	2.35	2.7	Jeans
HardTop20Container	13906	2590	27780	14296.29	5.886	2.342	2.375	Laptop
Reefer20Container	13907	2905	27420	19774.866	5.535	2.284	2.224	Steak
HardTop20Container	13908	2590	27780	6858.314	5.886	2.342	2.375	Bicycle
DV20Container	13909	2370	28230	18280.639	5.9	2.35	2.395	Cleaning agent
Reefer20Container	13910	2905	27420	13213.611	5.535	2.284	2.224	Steak
Tank20Container	13911	3385	32580	29258.486	6.058	2.438	2.591	Oil
Tank20Container	13912	3385	32580	6323.084	6.058	2.438	2.591	Oil
Reefer20Container	13913	2905	27420	24661.991	5.535	2.284	2.224	Ice Cream
HC40Container	13914	4010	28490	9187.68	12.032	2.35	2.7	Bed
Reefer20Container	13915	2905	27420	7113.986	5.535	2.284	2.224	Ice Cream
HC40Container	13916	4010	28490	25748.805	12.032	2.35	2.7	Bed
HC40Container	13917	4010	28490	9814.606	12.032	2.35	2.7	Bed
HardTop20Container	13918	2590	27780	13330.803	5.886	2.342	2.375	Laptop
Tank20Container	13919	3385	32580	15716.01	6.058	2.438	2.591	Apple juice
HC40Container	13920	4010	28490	14627.716	12.032	2.35	2.7	Lamp
Tank20Container	13921	3385	32580	29531.495	6.058	2.438	2.591	Apple juice
DV20Container	13922	2370	28230	4274.784	5.9	2.35	2.395	TV
HardTop20Container	13923	2590	27780	27616.411	5.886	2.342	2.375	Painting
Tank20Container	13924	3385	32580	29010.232	6.058	2.438	2.591	Apple juice
HC40Container	13925	4010	28490	19651.082	12.032	2.35	2.7	Jeans
DV20Container	13926	2370	28230	9220.167	5.9	2.35	2.395	Cleaning agent
Tank20Container	13927	3385	32580	10997.092	6.058	2.438	2.591	Oil
DV20Container	13928	2370	28230	23673.687	5.9	2.35	2.395	Cleaning agent
HC40Container	13929	4010	28490	21724.291	12.032	2.35	2.7	Jeans
HC40Container	13930	4010	28490	13672.338	12.032	2.35	2.7	Flower pot
DV20Container	13931	2370	28230	23075.532	5.9	2.35	2.395	Shampoo
Reefer20Container	13932	2905	27420	24571.503	5.535	2.284	2.224	Ice Cream
HC40Container	13933	4010	28490	25714.897	12.032	2.35	2.7	Bed
HardTop20Container	13934	2590	27780	19310.137	5.886	2.342	2.375	Bicycle
DV20Container	13935	2370	28230	3438.052	5.9	2.35	2.395	Shampoo
HardTop20Container	13936	2590	27780	27392.711	5.886	2.342	2.375	Bicycle
DV20Container	13937	2370	28230	10054.516	5.9	2.35	2.395	TV
Reefer20Container	13938	2905	27420	13522.184	5.535	2.284	2.224	Ice Cream
Reefer20Container	13939	2905	27420	4918.879	5.535	2.284	2.224	Steak
HC40Container	13940	4010	28490	17228.214	12.032	2.35	2.7	Bed
Reefer20Container	13941	2905	27420	23884.284	5.535	2.284	2.224	Ice Cream
DV20Container	13942	2370	28230	23586.974	5.9	2.35	2.395	Shampoo
HC40Container	13943	4010	28490	23206.733	12.032	2.35	2.7	Bed
Reefer20Container	13944	2905	27420	3566.563	5.535	2.284	2.224	Pizza
Reefer20Container	13945	2905	27420	21960.987	5.535	2.284	2.224	Steak
DV20Container	13946	2370	28230	6350.297	5.9	2.35	2.395	Cleaning agent
HardTop20Container	13947	2590	27780	6607.052	5.886	2.342	2.375	Bicycle
Tank20Container	13948	3385	32580	24641.455	6.058	2.438	2.591	Oil
Reefer20Container	13949	2905	27420	26554.588	5.535	2.284	2.224	Pizza
DV20Container	13950	2370	28230	12271.575	5.9	2.35	2.395	Cleaning agent
HardTop20Container	13951	2590	27780	16520.109	5.886	2.342	2.375	Bicycle
HC40Container	13952	4010	28490	13767.875	12.032	2.35	2.7	Lamp
Tank20Container	13953	3385	32580	11663.757	6.058	2.438	2.591	Apple juice
Tank20Container	13954	3385	32580	12543.931	6.058	2.438	2.591	Oil
Reefer20Container	13955	2905	27420	5403.923	5.535	2.284	2.224	Fries
Reefer20Container	13956	2905	27420	12806.861	5.535	2.284	2.224	Ice Cream
DV20Container	13957	2370	28230	14823.727	5.9	2.35	2.395	Headphones
HC40Container	13958	4010	28490	18319.259	12.032	2.35	2.7	Flower pot
HC40Container	13959	4010	28490	15812.891	12.032	2.35	2.7	Lamp
Tank20Container	13960	3385	32580	16009.735	6.058	2.438	2.591	Water
Reefer20Container	13961	2905	27420	6849.991	5.535	2.284	2.224	Fries
HC40Container	13962	4010	28490	19270.804	12.032	2.35	2.7	Flower pot
DV20Container	13963	2370	28230	2563.719	5.9	2.35	2.395	Shampoo
DV20Container	13964	2370	28230	8477.091	5.9	2.35	2.395	Shampoo
Tank20Container	13965	3385	32580	29925.983	6.058	2.438	2.591	Milk
HC40Container	13966	4010	28490	14878.605	12.032	2.35	2.7	Flower pot
Reefer20Container	13967	2905	27420	20903.775	5.535	2.284	2.224	Fries
Reefer20Container	13968	2905	27420	26833.017	5.535	2.284	2.224	Steak
Reefer20Container	13969	2905	27420	13215.679	5.535	2.284	2.224	Pizza
DV20Container	13970	2370	28230	3005.227	5.9	2.35	2.395	Headphones
Tank20Container	13971	3385	32580	13336.134	6.058	2.438	2.591	Milk
Tank20Container	13972	3385	32580	22563.791	6.058	2.438	2.591	Apple juice
HardTop20Container	13973	2590	27780	7645.462	5.886	2.342	2.375	Bicycle
HC40Container	13974	4010	28490	8643.775	12.032	2.35	2.7	Jeans
DV20Container	13975	2370	28230	7646.655	5.9	2.35	2.395	TV
HC40Container	13976	4010	28490	24205.064	12.032	2.35	2.7	Bed
Tank20Container	13977	3385	32580	10184.236	6.058	2.438	2.591	Milk
Reefer20Container	13978	2905	27420	11835.597	5.535	2.284	2.224	Pizza
Reefer20Container	13979	2905	27420	9528.63	5.535	2.284	2.224	Fries
Reefer20Container	13980	2905	27420	7093.447	5.535	2.284	2.224	Pizza
DV20Container	13981	2370	28230	23379.764	5.9	2.35	2.395	Shampoo
HardTop20Container	13982	2590	27780	10576.247	5.886	2.342	2.375	Desk
Reefer20Container	13983	2905	27420	3788.971	5.535	2.284	2.224	Ice Cream
Reefer20Container	13984	2905	27420	25755.839	5.535	2.284	2.224	Fries
Tank20Container	13985	3385	32580	20943.843	6.058	2.438	2.591	Water
Reefer20Container	13986	2905	27420	2993.123	5.535	2.284	2.224	Ice Cream
Reefer20Container	13987	2905	27420	7656.992	5.535	2.284	2.224	Fries
Tank20Container	13988	3385	32580	3995.429	6.058	2.438	2.591	Water
DV20Container	13989	2370	28230	24201.566	5.9	2.35	2.395	Cleaning agent
HC40Container	13990	4010	28490	27179.028	12.032	2.35	2.7	Flower pot
Reefer20Container	13991	2905	27420	9540.062	5.535	2.284	2.224	Fries
Reefer20Container	13992	2905	27420	18023.688	5.535	2.284	2.224	Fries
Tank20Container	13993	3385	32580	20824.812	6.058	2.438	2.591	Water
Reefer20Container	13994	2905	27420	6452.025	5.535	2.284	2.224	Pizza
HardTop20Container	13995	2590	27780	25221.465	5.886	2.342	2.375	Laptop
HardTop20Container	13996	2590	27780	16651.474	5.886	2.342	2.375	Desk
Reefer20Container	13997	2905	27420	21886.306	5.535	2.284	2.224	Pizza
DV20Container	13998	2370	28230	12159.971	5.9	2.35	2.395	Headphones
Tank20Container	13999	3385	32580	8838.444	6.058	2.438	2.591	Apple juice
DV20Container	14000	2370	28230	8695.771	5.9	2.35	2.395	Shampoo
HardTop20Container	14001	2590	27780	22304.617	5.886	2.342	2.375	Desk
HC40Container	14002	4010	28490	26341.0	12.032	2.35	2.7	Jeans
HardTop20Container	14003	2590	27780	3592.172	5.886	2.342	2.375	Painting
HardTop20Container	14004	2590	27780	25608.066	5.886	2.342	2.375	Desk
DV20Container	14005	2370	28230	16359.667	5.9	2.35	2.395	TV
HardTop20Container	14006	2590	27780	3115.769	5.886	2.342	2.375	Painting
DV20Container	14007	2370	28230	6422.716	5.9	2.35	2.395	Shampoo
Tank20Container	14008	3385	32580	6398.882	6.058	2.438	2.591	Oil
Tank20Container	14009	3385	32580	23859.913	6.058	2.438	2.591	Water
DV20Container	14010	2370	28230	14617.313	5.9	2.35	2.395	Shampoo
Tank20Container	14011	3385	32580	29312.617	6.058	2.438	2.591	Oil
HardTop20Container	14012	2590	27780	23236.867	5.886	2.342	2.375	Painting
DV20Container	14013	2370	28230	27603.067	5.9	2.35	2.395	TV
Reefer20Container	14014	2905	27420	5041.139	5.535	2.284	2.224	Ice Cream
Reefer20Container	14015	2905	27420	4850.224	5.535	2.284	2.224	Pizza
Reefer20Container	14016	2905	27420	13775.155	5.535	2.284	2.224	Fries
HC40Container	14017	4010	28490	17903.949	12.032	2.35	2.7	Bed
Tank20Container	14018	3385	32580	24805.2	6.058	2.438	2.591	Oil
HardTop20Container	14019	2590	27780	15906.522	5.886	2.342	2.375	Painting
Reefer20Container	14020	2905	27420	19507.261	5.535	2.284	2.224	Fries
DV20Container	14021	2370	28230	24119.012	5.9	2.35	2.395	TV
DV20Container	14022	2370	28230	21328.064	5.9	2.35	2.395	Cleaning agent
DV20Container	14023	2370	28230	20699.279	5.9	2.35	2.395	TV
Tank20Container	14024	3385	32580	29983.135	6.058	2.438	2.591	Oil
Reefer20Container	14025	2905	27420	15885.405	5.535	2.284	2.224	Ice Cream
HardTop20Container	14026	2590	27780	12384.638	5.886	2.342	2.375	Laptop
HC40Container	14027	4010	28490	27503.862	12.032	2.35	2.7	Flower pot
DV20Container	14028	2370	28230	8069.27	5.9	2.35	2.395	Headphones
DV20Container	14029	2370	28230	27637.873	5.9	2.35	2.395	Headphones
DV20Container	14030	2370	28230	16277.402	5.9	2.35	2.395	Headphones
Tank20Container	14031	3385	32580	16356.318	6.058	2.438	2.591	Water
Reefer20Container	14032	2905	27420	23524.951	5.535	2.284	2.224	Steak
HardTop20Container	14033	2590	27780	6056.141	5.886	2.342	2.375	Bicycle
DV20Container	14034	2370	28230	12080.366	5.9	2.35	2.395	Headphones
Reefer20Container	14035	2905	27420	21996.066	5.535	2.284	2.224	Steak
